Dataset,threshold,parallelism,max n-ary,relations,attributes,unary,n-ary,attributes_per_layer,candidates_per_layer,pINDs_per_layer,CHUNK_SIZE,SORT_SIZE,MERGE_SIZE,VALIDATION_SIZE,total_time,sort_times,merge_times,validate_times,generate_times,CHUNK_FILES,SORT_FILES,MERGE_FILES,use_filter,refine_filter
data.gov,1.0,4,2,16,255,753,5135,"[255, 763]","[64770, 10800]","[753, 5135]",13402457,23956997,325,91823,54750,"[18234, 20971]","[2649, 195]","[2933, 200]",[66],23,39,25,True,True
TPCH_1,1.0,4,1,8,61,96,0,[61],[3660],[96],13402457,23956997,325,91823,46035,[22952],[6266],[4228],,16,16,8,True,True
european union,1.0,12,-1,37,624,18752,54634,"[624, 1541, 7698, 4007, 2980, 247]","[388752, 22036, 29053, 21452, 6488, 216]","[18752, 5317, 21161, 21452, 6488, 216]",9828559,14011870,224,100118,47859,"[14784, 3085, 1833, 181, 90, 0]","[5426, 135, 629, 35, 0, 0]","[3367, 323, 313, 82, 40, 10]","[101, 121, 36, 45, 8, 0]",47,101,85,True,True
data.gov,1.0,12,2,16,255,753,5135,"[255, 763]","[64770, 10800]","[753, 5135]",9828559,14011870,224,100118,41685,"[12227, 13415]","[2872, 250]","[2487, 272]",[85],27,47,25,True,True
TPCH_1,1.0,12,1,8,61,96,0,[61],[3660],[96],9828559,14011870,224,100118,40539,[16335],[7582],[4004],,18,18,8,True,True
european union,1.0,2,-1,37,624,18752,54634,"[624, 1541, 7698, 4007, 2980, 247]","[388752, 22036, 29053, 21452, 6488, 216]","[18752, 5317, 21161, 21452, 6488, 216]",654577,7613554,637,536644,55673,"[19834, 6784, 1800, 201, 69, 0]","[5136, 150, 598, 33, 14, 16]","[3248, 322, 490, 116, 34, 0]","[88, 95, 149, 30, 0, 0]",217,369,85,True,True
data.gov,1.0,2,2,16,255,753,5135,"[255, 763]","[64770, 10800]","[753, 5135]",654577,7613554,637,536644,91273,"[26268, 34817]","[4000, 1284]","[3000, 183]",[67],232,457,25,True,True
TPCH_1,1.0,2,1,8,61,96,0,[61],[3660],[96],654577,7613554,637,536644,63956,[34667],[12067],[4704],,183,183,8,True,True
european union,1.0,6,-1,37,624,18752,54634,"[624, 1541, 7698, 4007, 2980, 247]","[388752, 22036, 29053, 21452, 6488, 216]","[18752, 5317, 21161, 21452, 6488, 216]",2161206,20052165,349,948602,48746,"[15830, 3072, 1817, 169, 75, 0]","[5530, 143, 583, 47, 16, 0]","[3424, 313, 357, 86, 28, 0]","[95, 161, 43, 23, 7, 0]",88,166,85,True,True
data.gov,1.0,6,2,16,255,753,5135,"[255, 763]","[64770, 10800]","[753, 5135]",2161206,20052165,349,948602,46168,"[13201, 16334]","[3501, 665]","[2428, 133]",[52],80,153,25,True,True
TPCH_1,1.0,6,1,8,61,96,0,[61],[3660],[96],2161206,20052165,349,948602,43818,[17672],[9171],[4407],,59,59,8,True,True
european union,1.0,3,-1,37,624,18752,54634,"[624, 1541, 7698, 4007, 2980, 247]","[388752, 22036, 29053, 21452, 6488, 216]","[18752, 5317, 21161, 21452, 6488, 216]",9994330,37916817,1914,426468,53394,"[18518, 5199, 1875, 170, 87, 5]","[5253, 155, 548, 38, 11, 1]","[3478, 291, 415, 81, 28, 5]","[96, 122, 172, 25, 6, 1]",47,101,85,True,True
data.gov,1.0,3,2,16,255,753,5135,"[255, 763]","[64770, 10800]","[753, 5135]",9994330,37916817,1914,426468,62252,"[21007, 25771]","[3337, 252]","[2639, 184]",[59],27,47,25,True,True
TPCH_1,1.0,3,1,8,61,96,0,[61],[3660],[96],9994330,37916817,1914,426468,49389,[25873],[6661],[4420],,18,18,8,True,True
european union,1.0,9,-1,37,624,18752,54634,"[624, 1541, 7698, 4007, 2980, 247]","[388752, 22036, 29053, 21452, 6488, 216]","[18752, 5317, 21161, 21452, 6488, 216]",2865043,9963379,196,218209,46847,"[15017, 2360, 1925, 169, 101, 5]","[5511, 138, 605, 39, 12, 1]","[3374, 276, 310, 87, 34, 5]","[105, 126, 183, 26, 5, 0]",74,144,85,True,True
data.gov,1.0,9,2,16,255,753,5135,"[255, 763]","[64770, 10800]","[753, 5135]",2865043,9963379,196,218209,41704,"[11350, 12119]","[5519, 586]","[2339, 167]",[59],62,117,27,True,True
TPCH_1,1.0,9,1,8,61,96,0,[61],[3660],[96],2865043,9963379,196,218209,40657,[14821],[9547],[3988],,46,46,10,True,True
european union,1.0,9,-1,37,624,18752,54634,"[624, 1541, 7698, 4007, 2980, 247]","[388752, 22036, 29053, 21452, 6488, 216]","[18752, 5317, 21161, 21452, 6488, 216]",11537356,35544762,1037,992896,47734,"[15192, 2843, 1910, 177, 86, 5]","[5743, 125, 562, 38, 11, 1]","[3421, 293, 314, 87, 29, 5]","[90, 131, 196, 23, 5, 0]",44,96,85,True,True
data.gov,1.0,9,2,16,255,753,5135,"[255, 763]","[64770, 10800]","[753, 5135]",11537356,35544762,1037,992896,46546,"[17529, 13930]","[2829, 241]","[2575, 149]",[63],26,45,25,True,True
TPCH_1,1.0,9,1,8,61,96,0,[61],[3660],[96],11537356,35544762,1037,992896,46582,[22717],[6597],[4633],,17,17,8,True,True
european union,1.0,8,-1,37,624,18752,54634,"[624, 1541, 7698, 4007, 2980, 247]","[388752, 22036, 29053, 21452, 6488, 216]","[18752, 5317, 21161, 21452, 6488, 216]",4240046,26089265,401,335218,47736,"[15021, 2685, 1837, 167, 87, 5]","[5653, 124, 558, 39, 10, 1]","[3392, 314, 432, 89, 34, 6]","[91, 126, 42, 25, 9, 0]",62,125,85,True,True
data.gov,1.0,8,2,16,255,753,5135,"[255, 763]","[64770, 10800]","[753, 5135]",4240046,26089265,401,335218,41080,"[12137, 13225]","[3106, 452]","[2650, 208]",[65],45,83,25,True,True
TPCH_1,1.0,8,1,8,61,96,0,[61],[3660],[96],4240046,26089265,401,335218,41035,[16134],[8222],[4497],,33,33,8,True,True
european union,1.0,4,-1,37,624,18752,54634,"[624, 1541, 7698, 4007, 2980, 247]","[388752, 22036, 29053, 21452, 6488, 216]","[18752, 5317, 21161, 21452, 6488, 216]",13589395,7780903,118,119906,50676,"[16218, 5204, 1827, 178, 88, 4]","[5306, 125, 588, 39, 10, 1]","[3348, 278, 360, 100, 32, 4]","[90, 121, 193, 39, 7, 1]",44,96,85,True,True
data.gov,1.0,4,2,16,255,753,5135,"[255, 763]","[64770, 10800]","[753, 5135]",13589395,7780903,118,119906,54825,"[18741, 20640]","[2773, 225]","[2808, 214]",[51],23,39,25,True,True
TPCH_1,1.0,4,1,8,61,96,0,[61],[3660],[96],13589395,7780903,118,119906,45620,[22370],[6225],[4474],,15,15,8,True,True
european union,1.0,5,-1,37,624,18752,54634,"[624, 1541, 7698, 4007, 2980, 247]","[388752, 22036, 29053, 21452, 6488, 216]","[18752, 5317, 21161, 21452, 6488, 216]",9092950,10127325,516,413686,50256,"[16200, 3992, 1889, 179, 89, 4]","[5461, 155, 589, 39, 10, 1]","[3381, 261, 355, 79, 30, 5]","[94, 138, 196, 22, 6, 1]",47,101,85,True,True
data.gov,1.0,5,2,16,255,753,5135,"[255, 763]","[64770, 10800]","[753, 5135]",9092950,10127325,516,413686,51878,"[19768, 17008]","[2926, 292]","[2392, 165]",[54],29,51,25,True,True
TPCH_1,1.0,5,1,8,61,96,0,[61],[3660],[96],9092950,10127325,516,413686,45484,[21813],[6906],[4270],,19,19,8,True,True
european union,1.0,7,-1,37,624,18752,54634,"[624, 1541, 7698, 4007, 2980, 247]","[388752, 22036, 29053, 21452, 6488, 216]","[18752, 5317, 21161, 21452, 6488, 216]",2524108,39098882,415,980618,48068,"[15457, 2924, 1854, 174, 89, 4]","[5685, 128, 559, 39, 11, 1]","[3541, 278, 389, 82, 32, 6]","[95, 136, 170, 22, 6, 0]",80,153,85,True,True
data.gov,1.0,7,2,16,255,753,5135,"[255, 763]","[64770, 10800]","[753, 5135]",2524108,39098882,415,980618,42542,"[12012, 14441]","[3180, 583]","[2481, 149]",[60],69,131,25,True,True
TPCH_1,1.0,7,1,8,61,96,0,[61],[3660],[96],2524108,39098882,415,980618,43227,[16944],[9370],[4385],,52,52,8,True,True
european union,1.0,10,-1,37,624,18752,54634,"[624, 1541, 7698, 4007, 2980, 247]","[388752, 22036, 29053, 21452, 6488, 216]","[18752, 5317, 21161, 21452, 6488, 216]",12310026,20067391,1701,954841,48127,"[14645, 3127, 1891, 220, 89, 4]","[5571, 142, 630, 42, 12, 2]","[3447, 273, 322, 101, 30, 5]","[95, 125, 184, 23, 6, 1]",44,96,85,True,True
data.gov,1.0,10,2,16,255,753,5135,"[255, 763]","[64770, 10800]","[753, 5135]",12310026,20067391,1701,954841,50543,"[20329, 14346]","[2790, 230]","[2757, 144]",[67],24,41,25,True,True
TPCH_1,1.0,10,1,8,61,96,0,[61],[3660],[96],12310026,20067391,1701,954841,51561,[27466],[6870],[4519],,16,16,8,True,True
european union,1.0,10,-1,37,624,18752,54634,"[624, 1541, 7698, 4007, 2980, 247]","[388752, 22036, 29053, 21452, 6488, 216]","[18752, 5317, 21161, 21452, 6488, 216]",7367011,5254263,1469,73522,47373,"[14672, 2576, 1844, 203, 86, 4]","[5370, 123, 570, 51, 9, 1]","[3404, 237, 312, 88, 30, 5]","[103, 130, 42, 36, 5, 1]",51,108,85,True,True
data.gov,1.0,10,2,16,255,753,5135,"[255, 763]","[64770, 10800]","[753, 5135]",7367011,5254263,1469,73522,45541,"[17127, 12354]","[3108, 315]","[2629, 162]",[55],33,59,25,True,True
TPCH_1,1.0,10,1,8,61,96,0,[61],[3660],[96],7367011,5254263,1469,73522,42100,[17554],[8274],[3987],,22,22,8,True,True
european union,1.0,3,-1,37,624,18752,54634,"[624, 1541, 7698, 4007, 2980, 247]","[388752, 22036, 29053, 21452, 6488, 216]","[18752, 5317, 21161, 21452, 6488, 216]",6937238,19033253,548,807046,56423,"[19570, 5467, 1818, 167, 83, 4]","[6356, 143, 587, 40, 10, 1]","[4483, 303, 414, 90, 28, 5]","[101, 117, 41, 26, 6, 1]",52,109,85,True,True
data.gov,1.0,3,2,16,255,753,5135,"[255, 763]","[64770, 10800]","[753, 5135]",6937238,19033253,548,807046,61447,"[20275, 25946]","[2791, 332]","[2637, 148]",[56],34,61,25,True,True
TPCH_1,1.0,3,1,8,61,96,0,[61],[3660],[96],6937238,19033253,548,807046,53263,[26196],[10230],[4613],,22,22,8,True,True
european union,1.0,5,-1,37,624,18752,54634,"[624, 1541, 7698, 4007, 2980, 247]","[388752, 22036, 29053, 21452, 6488, 216]","[18752, 5317, 21161, 21452, 6488, 216]",10424638,1953233,55,999439,51054,"[16122, 4315, 1836, 172, 84, 5]","[5339, 126, 795, 39, 9, 1]","[3371, 290, 372, 86, 29, 22]","[89, 130, 188, 24, 6, 0]",47,102,85,True,True
data.gov,1.0,5,2,16,255,753,5135,"[255, 763]","[64770, 10800]","[753, 5135]",10424638,1953233,55,999439,47919,"[15204, 16737]","[2766, 264]","[3122, 165]",[57],27,47,25,True,True
TPCH_1,1.0,5,1,8,61,96,0,[61],[3660],[96],10424638,1953233,55,999439,44980,[20853],[6855],[4674],,18,19,8,True,True
european union,1.0,11,-1,37,624,18752,54634,"[624, 1541, 7698, 4007, 2980, 247]","[388752, 22036, 29053, 21452, 6488, 216]","[18752, 5317, 21161, 21452, 6488, 216]",9251816,2360733,1788,393620,47666,"[14625, 2574, 1876, 178, 79, 5]","[5519, 135, 847, 42, 9, 1]","[3367, 291, 299, 88, 25, 5]","[99, 123, 166, 25, 4, 0]",47,102,85,True,True
data.gov,1.0,11,2,16,255,753,5135,"[255, 763]","[64770, 10800]","[753, 5135]",9251816,2360733,1788,393620,46019,"[18128, 12308]","[3075, 277]","[2443, 193]",[67],29,51,25,True,True
TPCH_1,1.0,11,1,8,61,96,0,[61],[3660],[96],9251816,2360733,1788,393620,42765,[18250],[7797],[4281],,19,20,8,True,True
european union,1.0,9,-1,37,624,18752,54634,"[624, 1541, 7698, 4007, 2980, 247]","[388752, 22036, 29053, 21452, 6488, 216]","[18752, 5317, 21161, 21452, 6488, 216]",2512338,34100082,99,693729,47857,"[15057, 2486, 1839, 189, 81, 4]","[5535, 135, 582, 40, 10, 0]","[3545, 295, 334, 104, 30, 6]","[91, 129, 40, 21, 5, 0]",83,158,91,True,True
data.gov,1.0,9,2,16,255,753,5135,"[255, 763]","[64770, 10800]","[753, 5135]",2512338,34100082,99,693729,40186,"[11231, 12428]","[4232, 571]","[2354, 166]",[55],70,133,35,True,True
TPCH_1,1.0,9,1,8,61,96,0,[61],[3660],[96],2512338,34100082,99,693729,42132,[15135],[10403],[4340],,52,52,12,True,True
european union,1.0,8,-1,37,624,18752,54634,"[624, 1541, 7698, 4007, 2980, 247]","[388752, 22036, 29053, 21452, 6488, 216]","[18752, 5317, 21161, 21452, 6488, 216]",9109525,29219893,1574,644893,47386,"[15051, 2871, 1870, 180, 78, 5]","[5652, 130, 602, 39, 9, 1]","[3336, 273, 357, 88, 29, 5]","[94, 129, 48, 24, 6, 0]",47,101,85,True,True
data.gov,1.0,8,2,16,255,753,5135,"[255, 763]","[64770, 10800]","[753, 5135]",9109525,29219893,1574,644893,46880,"[17534, 13449]","[2744, 272]","[2563, 143]",[54],29,51,25,True,True
TPCH_1,1.0,8,1,8,61,96,0,[61],[3660],[96],9109525,29219893,1574,644893,42420,[18457],[7095],[4363],,19,19,8,True,True
european union,1.0,8,-1,37,624,18752,54634,"[624, 1541, 7698, 4007, 2980, 247]","[388752, 22036, 29053, 21452, 6488, 216]","[18752, 5317, 21161, 21452, 6488, 216]",2535627,1396369,779,631239,48328,"[15032, 3023, 1933, 195, 85, 4]","[5518, 133, 842, 44, 9, 1]","[3397, 302, 350, 96, 31, 5]","[109, 127, 176, 24, 6, 1]",80,155,85,True,True
data.gov,1.0,8,2,16,255,753,5135,"[255, 763]","[64770, 10800]","[753, 5135]",2535627,1396369,779,631239,40746,"[11589, 12593]","[3301, 614]","[2470, 255]",[60],69,131,25,True,True
TPCH_1,1.0,8,1,8,61,96,0,[61],[3660],[96],2535627,1396369,779,631239,43421,[15505],[11099],[4477],,51,51,8,True,True
european union,1.0,4,-1,37,624,18752,54634,"[624, 1541, 7698, 4007, 2980, 247]","[388752, 22036, 29053, 21452, 6488, 216]","[18752, 5317, 21161, 21452, 6488, 216]",2058250,26011368,1378,730599,58206,"[17418, 4031, 1797, 165, 88, 4]","[5457, 128, 616, 40, 10, 1]","[3405, 298, 476, 96, 27, 4]","[101, 136, 246, 27, 4, 1]",91,171,85,True,True
data.gov,1.0,4,2,16,255,753,5135,"[255, 763]","[64770, 10800]","[753, 5135]",2058250,26011368,1378,730599,52312,"[15772, 20703]","[3275, 654]","[2532, 144]",[54],82,157,25,True,True
TPCH_1,1.0,4,1,8,61,96,0,[61],[3660],[96],2058250,26011368,1378,730599,47490,[21097],[9331],[4632],,61,61,8,True,True
european union,1.0,6,-1,37,624,18752,54634,"[624, 1541, 7698, 4007, 2980, 247]","[388752, 22036, 29053, 21452, 6488, 216]","[18752, 5317, 21161, 21452, 6488, 216]",13644154,39584480,608,460551,49510,"[15402, 3422, 1889, 167, 79, 5]","[5326, 135, 649, 42, 12, 0]","[3412, 323, 336, 87, 35, 6]","[94, 137, 45, 25, 7, 0]",44,96,85,True,True
data.gov,1.0,6,2,16,255,753,5135,"[255, 763]","[64770, 10800]","[753, 5135]",13644154,39584480,608,460551,48570,"[16656, 16124]","[2694, 207]","[2824, 157]",[53],23,39,25,True,True
TPCH_1,1.0,6,1,8,61,96,0,[61],[3660],[96],13644154,39584480,608,460551,45014,[21790],[6272],[4652],,15,15,8,True,True
european union,1.0,9,-1,37,624,18752,54634,"[624, 1541, 7698, 4007, 2980, 247]","[388752, 22036, 29053, 21452, 6488, 216]","[18752, 5317, 21161, 21452, 6488, 216]",1097422,28015305,1274,483154,46964,"[15122, 2532, 1921, 177, 89, 4]","[5560, 146, 559, 38, 9, 1]","[3339, 308, 333, 91, 30, 5]","[94, 123, 41, 25, 5, 1]",142,251,85,True,True
data.gov,1.0,9,2,16,255,753,5135,"[255, 763]","[64770, 10800]","[753, 5135]",1097422,28015305,1274,483154,40023,"[10630, 12162]","[3622, 1011]","[2358, 149]",[61],143,279,25,True,True
TPCH_1,1.0,9,1,8,61,96,0,[61],[3660],[96],1097422,28015305,1274,483154,41611,[14293],[10637],[4149],,112,112,8,True,True
european union,1.0,12,-1,37,624,18752,54634,"[624, 1541, 7698, 4007, 2980, 247]","[388752, 22036, 29053, 21452, 6488, 216]","[18752, 5317, 21161, 21452, 6488, 216]",6036677,4894795,1573,715736,46098,"[14367, 2291, 1961, 182, 87, 4]","[5296, 136, 663, 49, 11, 1]","[3357, 302, 328, 102, 30, 5]","[115, 125, 187, 26, 6, 0]",54,112,85,True,True
data.gov,1.0,12,2,16,255,753,5135,"[255, 763]","[64770, 10800]","[753, 5135]",6036677,4894795,1573,715736,41220,"[13902, 11384]","[3067, 348]","[2582, 194]",[67],36,65,25,True,True
TPCH_1,1.0,12,1,8,61,96,0,[61],[3660],[96],6036677,4894795,1573,715736,40233,[14922],[7924],[4858],,25,25,8,True,True
european union,1.0,2,-1,37,624,18752,54634,"[624, 1541, 7698, 4007, 2980, 247]","[388752, 22036, 29053, 21452, 6488, 216]","[18752, 5317, 21161, 21452, 6488, 216]",4532940,35394507,1256,989332,58597,"[21621, 7117, 1869, 211, 83, 4]","[5323, 152, 714, 52, 11, 0]","[3604, 300, 614, 112, 31, 4]","[100, 94, 157, 32, 6, 0]",59,120,85,True,True
data.gov,1.0,2,2,16,255,753,5135,"[255, 763]","[64770, 10800]","[753, 5135]",4532940,35394507,1256,989332,78058,"[27483, 34424]","[2983, 417]","[3035, 169]",[52],44,81,25,True,True
TPCH_1,1.0,2,1,8,61,96,0,[61],[3660],[96],4532940,35394507,1256,989332,62819,[37291],[8185],[5034],,31,31,8,True,True
european union,1.0,9,-1,37,624,18752,54634,"[624, 1541, 7698, 4007, 2980, 247]","[388752, 22036, 29053, 21452, 6488, 216]","[18752, 5317, 21161, 21452, 6488, 216]",12961716,21270354,1682,337071,47845,"[14999, 3131, 1891, 184, 86, 4]","[5447, 135, 624, 40, 10, 1]","[3367, 297, 355, 99, 30, 4]","[101, 129, 186, 27, 6, 0]",44,96,85,True,True
data.gov,1.0,9,2,16,255,753,5135,"[255, 763]","[64770, 10800]","[753, 5135]",12961716,21270354,1682,337071,46039,"[16121, 14702]","[2730, 220]","[2400, 199]",[64],23,39,25,True,True
TPCH_1,1.0,9,1,8,61,96,0,[61],[3660],[96],12961716,21270354,1682,337071,47485,[23163],[7326],[4197],,16,16,8,True,True
european union,1.0,10,-1,37,624,18752,54634,"[624, 1541, 7698, 4007, 2980, 247]","[388752, 22036, 29053, 21452, 6488, 216]","[18752, 5317, 21161, 21452, 6488, 216]",12959451,14038358,1513,61410,47555,"[14608, 3310, 1785, 200, 85, 4]","[5481, 136, 546, 40, 10, 1]","[3417, 281, 330, 91, 29, 4]","[92, 132, 158, 26, 5, 1]",44,96,85,True,True
data.gov,1.0,10,2,16,255,753,5135,"[255, 763]","[64770, 10800]","[753, 5135]",12959451,14038358,1513,61410,44985,"[14558, 15297]","[2562, 210]","[2396, 171]",[56],23,39,25,True,True
TPCH_1,1.0,10,1,8,61,96,0,[61],[3660],[96],12959451,14038358,1513,61410,53745,[30279],[7053],[4010],,16,16,8,True,True
european union,1.0,4,-1,37,624,18752,54634,"[624, 1541, 7698, 4007, 2980, 247]","[388752, 22036, 29053, 21452, 6488, 216]","[18752, 5317, 21161, 21452, 6488, 216]",6253662,6750979,728,688912,50471,"[16517, 4187, 1839, 173, 77, 4]","[5349, 137, 598, 40, 10, 1]","[3342, 314, 397, 80, 28, 6]","[92, 132, 47, 21, 5, 0]",53,111,85,True,True
data.gov,1.0,4,2,16,255,753,5135,"[255, 763]","[64770, 10800]","[753, 5135]",6253662,6750979,728,688912,51787,"[16561, 19913]","[2907, 366]","[2499, 192]",[54],36,65,25,True,True
TPCH_1,1.0,4,1,8,61,96,0,[61],[3660],[96],6253662,6750979,728,688912,52194,[25689],[7821],[4801],,25,25,8,True,True
european union,1.0,10,-1,37,624,18752,54634,"[624, 1541, 7698, 4007, 2980, 247]","[388752, 22036, 29053, 21452, 6488, 216]","[18752, 5317, 21161, 21452, 6488, 216]",10722978,18177305,139,567391,49126,"[15376, 3112, 2032, 187, 86, 6]","[5874, 141, 600, 39, 10, 1]","[3642, 270, 316, 92, 29, 6]","[96, 124, 42, 24, 5, 1]",46,100,85,True,True
data.gov,1.0,10,2,16,255,753,5135,"[255, 763]","[64770, 10800]","[753, 5135]",10722978,18177305,139,567391,45867,"[14546, 14833]","[2953, 253]","[2420, 243]",[65],27,47,25,True,True
TPCH_1,1.0,10,1,8,61,96,0,[61],[3660],[96],10722978,18177305,139,567391,41393,[16279],[7356],[4619],,17,17,8,True,True
european union,1.0,10,-1,37,624,18752,54634,"[624, 1541, 7698, 4007, 2980, 247]","[388752, 22036, 29053, 21452, 6488, 216]","[18752, 5317, 21161, 21452, 6488, 216]",192600,23601037,1180,532118,44270,"[10468, 2639, 1827, 132, 57, 5]","[5952, 165, 647, 43, 11, 1]","[3508, 317, 327, 92, 29, 5]","[98, 123, 42, 24, 5, 1]",658,1066,93,True,True
data.gov,1.0,10,2,16,255,753,5135,"[255, 763]","[64770, 10800]","[753, 5135]",192600,23601037,1180,532118,56207,"[10417, 12850]","[4827, 1915]","[2349, 164]",[66],764,1517,35,True,True
TPCH_1,1.0,10,1,8,61,96,0,[61],[3660],[96],192600,23601037,1180,532118,43908,[13677],[11288],[4368],,611,611,13,True,True
european union,1.0,5,-1,37,624,18752,54634,"[624, 1541, 7698, 4007, 2980, 247]","[388752, 22036, 29053, 21452, 6488, 216]","[18752, 5317, 21161, 21452, 6488, 216]",860977,20393783,414,914067,51212,"[16893, 3961, 1852, 175, 87, 4]","[5725, 149, 578, 36, 10, 1]","[3528, 299, 393, 96, 27, 5]","[97, 136, 42, 26, 5, 0]",173,300,85,True,True
data.gov,1.0,5,2,16,255,753,5135,"[255, 763]","[64770, 10800]","[753, 5135]",860977,20393783,414,914067,49981,"[14184, 17743]","[3827, 1120]","[2630, 176]",[57],179,351,25,True,True
TPCH_1,1.0,5,1,8,61,96,0,[61],[3660],[96],860977,20393783,414,914067,48432,[18488],[11273],[4691],,141,141,10,True,True
european union,1.0,2,-1,37,624,18752,54634,"[624, 1541, 7698, 4007, 2980, 247]","[388752, 22036, 29053, 21452, 6488, 216]","[18752, 5317, 21161, 21452, 6488, 216]",10842599,21527225,1764,130031,59273,"[22254, 6976, 1949, 182, 102, 5]","[5474, 149, 674, 40, 17, 2]","[3535, 278, 502, 82, 39, 8]","[91, 98, 151, 36, 11, 1]",46,100,85,True,True
data.gov,1.0,2,2,16,255,753,5135,"[255, 763]","[64770, 10800]","[753, 5135]",10842599,21527225,1764,130031,82400,"[28966, 35633]","[3621, 244]","[2862, 160]",[54],27,47,25,True,True
TPCH_1,1.0,2,1,8,61,96,0,[61],[3660],[96],10842599,21527225,1764,130031,60470,[35893],[7323],[4354],,17,17,8,True,True
european union,1.0,3,-1,37,624,18752,54634,"[624, 1541, 7698, 4007, 2980, 247]","[388752, 22036, 29053, 21452, 6488, 216]","[18752, 5317, 21161, 21452, 6488, 216]",2585496,30629274,361,15609,56846,"[19943, 5172, 1898, 195, 85, 4]","[5575, 166, 773, 41, 9, 1]","[3519, 354, 407, 86, 30, 4]","[98, 130, 195, 38, 5, 0]",80,153,85,True,True
data.gov,1.0,3,2,16,255,753,5135,"[255, 763]","[64770, 10800]","[753, 5135]",2585496,30629274,361,15609,62342,"[19966, 25554]","[3126, 577]","[2713, 194]",[55],67,127,25,True,True
TPCH_1,1.0,3,1,8,61,96,0,[61],[3660],[96],2585496,30629274,361,15609,59688,[28404],[14308],[4127],,51,51,8,True,True
european union,1.0,8,-1,37,624,18752,54634,"[624, 1541, 7698, 4007, 2980, 247]","[388752, 22036, 29053, 21452, 6488, 216]","[18752, 5317, 21161, 21452, 6488, 216]",10443294,30443571,873,208570,48798,"[15426, 3021, 2031, 176, 88, 4]","[5623, 140, 634, 40, 10, 1]","[3540, 307, 341, 97, 34, 6]","[96, 126, 190, 30, 6, 0]",47,101,85,True,True
data.gov,1.0,8,2,16,255,753,5135,"[255, 763]","[64770, 10800]","[753, 5135]",10443294,30443571,873,208570,45995,"[14961, 15044]","[2971, 267]","[2737, 186]",[57],27,47,25,True,True
TPCH_1,1.0,8,1,8,61,96,0,[61],[3660],[96],10443294,30443571,873,208570,44912,[20557],[7162],[4561],,18,18,8,True,True
european union,1.0,11,-1,37,624,18752,54634,"[624, 1541, 7698, 4007, 2980, 247]","[388752, 22036, 29053, 21452, 6488, 216]","[18752, 5317, 21161, 21452, 6488, 216]",10970566,20669838,1571,574334,48211,"[14622, 2882, 2001, 181, 90, 4]","[5558, 143, 638, 46, 10, 1]","[3509, 267, 406, 100, 28, 5]","[94, 141, 181, 28, 6, 1]",46,100,85,True,True
data.gov,1.0,11,2,16,255,753,5135,"[255, 763]","[64770, 10800]","[753, 5135]",10970566,20669838,1571,574334,48467,"[16760, 15312]","[2934, 261]","[2912, 163]",[78],27,47,25,True,True
TPCH_1,1.0,11,1,8,61,96,0,[61],[3660],[96],10970566,20669838,1571,574334,47334,[21956],[7789],[4566],,17,17,8,True,True
european union,1.0,10,-1,37,624,18752,54634,"[624, 1541, 7698, 4007, 2980, 247]","[388752, 22036, 29053, 21452, 6488, 216]","[18752, 5317, 21161, 21452, 6488, 216]",12168439,13023159,767,703707,50683,"[15235, 3188, 1933, 185, 87, 4]","[5804, 129, 595, 39, 10, 1]","[3673, 315, 341, 84, 31, 4]","[97, 139, 42, 22, 6, 0]",44,96,85,True,True
data.gov,1.0,10,2,16,255,753,5135,"[255, 763]","[64770, 10800]","[753, 5135]",12168439,13023159,767,703707,52146,"[20531, 15188]","[2936, 303]","[2855, 180]",[65],24,41,25,True,True
TPCH_1,1.0,10,1,8,61,96,0,[61],[3660],[96],12168439,13023159,767,703707,52966,[27587],[7850],[4539],,16,16,8,True,True
european union,1.0,3,-1,37,624,18752,54634,"[624, 1541, 7698, 4007, 2980, 247]","[388752, 22036, 29053, 21452, 6488, 216]","[18752, 5317, 21161, 21452, 6488, 216]",11635349,20840905,930,60357,54579,"[18886, 4924, 1877, 191, 94, 4]","[5680, 154, 614, 40, 11, 1]","[3454, 278, 382, 92, 32, 5]","[95, 129, 154, 30, 6, 0]",44,96,85,True,True
data.gov,1.0,3,2,16,255,753,5135,"[255, 763]","[64770, 10800]","[753, 5135]",11635349,20840905,930,60357,66166,"[22985, 26743]","[3102, 237]","[2698, 166]",[62],26,45,25,True,True
TPCH_1,1.0,3,1,8,61,96,0,[61],[3660],[96],11635349,20840905,930,60357,49978,[26307],[6415],[4438],,17,17,8,True,True
european union,1.0,7,-1,37,624,18752,54634,"[624, 1541, 7698, 4007, 2980, 247]","[388752, 22036, 29053, 21452, 6488, 216]","[18752, 5317, 21161, 21452, 6488, 216]",1821284,33517646,1894,171407,50587,"[15867, 3308, 2050, 172, 95, 4]","[5562, 135, 664, 40, 11, 0]","[3433, 386, 346, 92, 32, 5]","[95, 134, 47, 40, 6, 0]",98,182,85,True,True
data.gov,1.0,7,2,16,255,753,5135,"[255, 763]","[64770, 10800]","[753, 5135]",1821284,33517646,1894,171407,43597,"[11960, 14521]","[3609, 778]","[2454, 160]",[57],91,175,25,True,True
TPCH_1,1.0,7,1,8,61,96,0,[61],[3660],[96],1821284,33517646,1894,171407,43681,[16968],[10187],[4110],,69,69,8,True,True
